country,region,year,fertility_rate,birth_attended_staff_rate,child_mortality_rate,maternal_mortality_rate,average_life_expectancy,health_spending_per_person,health_spending_rate
Tunisia,EMR,2002,0.0205,0.0,0.0262,0.000546,74.7,128.0,0.0585
Turkey,EUR,2002,0.024,0.0,0.032299999999999995,0.000543,75.2,188.0,0.0536
Tanzania,AFR,2002,0.0567,0.0,0.114,0.00213,54.6,10.3,0.0342
Uganda,AFR,2002,0.0677,0.0,0.133,0.00156,51.0,17.6,0.0754
Ukraine,EUR,2002,0.0115,0.999,0.0167,0.000267,68.1,55.2,0.0625
Uruguay,AMR,2002,0.0221,0.997,0.0161,0.000383,75.0,337.0,0.0824
United States,AMR,2002,0.0202,0.995,0.008230000000000001,0.000156,77.2,5450.0,0.14800000000000002
Uzbekistan,EUR,2002,0.0256,1.0,0.0575,0.000401,65.0,21.1,0.0552
St. Vincent and the Grenadines,WBR,2002,0.0227,1.0,0.0225,0.000572,71.7,168.0,0.0393
Venezuela,AMR,2002,0.0274,0.0,0.0203,0.0006320000000000001,74.0,208.0,0.0565
Vietnam,WBR,2002,0.0192,0.85,0.0275,0.000242,72.5,22.4,0.0514
Vanuatu,WBR,2002,0.0416,0.0,0.0284,0.00112,63.6,51.9,0.0386
Samoa,WBR,2002,0.0446,0.0,0.0199,0.0008699999999999999,68.8,81.8,0.0553
Yemen,EMR,2002,0.0595,0.0,0.0856,0.0020800000000000003,64.5,27.7,0.0467
South Africa,AFR,2002,0.0276,0.0,0.07740000000000001,0.00214,53.7,211.0,0.0872
Zambia,AFR,2002,0.0596,0.421,0.142,0.00202,45.9,23.0,0.0663
Zimbabwe,AFR,2002,0.04,0.0,0.10300000000000001,0.0016899999999999999,46.6,0.0,0.0
Afghanistan,EMR,2003,0.07139999999999999,0.14300000000000002,0.11699999999999999,0.0045899999999999995,56.5,18.3,0.0682
Angola,AFR,2003,0.0654,0.0,0.185,0.0026,55.1,23.9,0.0264
Albania,EUR,2003,0.019,0.988,0.0218,0.000106,75.6,113.0,0.0616
United Arab Emirates,EMR,2003,0.0233,1.0,0.0103,0.000167,69.3,968.0,0.0265
Argentina,AMR,2003,0.025,0.987,0.0177,0.0006450000000000001,74.4,283.0,0.08310000000000001
Armenia,EUR,2003,0.014,0.992,0.0265,0.000221,72.8,51.0,0.0557
Antigua and Barbuda,AMR,2003,0.0227,0.99,0.0137,0.000273,75.6,434.0,0.0471
Australia,WBR,2003,0.0179,0.993,0.00591,5.1e-05,80.6,2320.0,0.0828
Austria,EUR,2003,0.0138,0.984,0.0052,3.03e-05,79.1,3200.0,0.102
Azerbaijan,EUR,2003,0.0187,0.958,0.0604,0.000282,67.1,56.9,0.0655
Burundi,AFR,2003,0.0682,0.0,0.139,0.00464,47.9,6.31,0.0724
Belgium,EUR,2003,0.017,0.0,0.005220000000000001,6.879999999999999e-05,78.7,3010.0,0.1
Benin,AFR,2003,0.0575,0.0,0.129,0.00317,58.1,23.0,0.0463
Burkina Faso,AFR,2003,0.064,0.378,0.166,0.0024,54.0,17.6,0.0552
Bulgaria,EUR,2003,0.0126,0.992,0.0151,0.000265,70.9,201.0,0.0758
Bahrain,EMR,2003,0.026,0.978,0.0113,0.000386,72.2,640.0,0.0425
Bahamas,AMR,2003,0.0189,0.99,0.0153,0.000624,72.4,1250.0,0.06509999999999999
Bosnia and Herzegovina,EUR,2003,0.0133,0.999,0.00914,7.719999999999999e-05,75.3,178.0,0.0794
Belarus,EUR,2003,0.0126,0.999,0.01,0.000207,68.6,118.0,0.0659
Belize,AMR,2003,0.0328,0.0,0.0217,0.0005510000000000001,71.8,166.0,0.0452
Bolivia,AMR,2003,0.0377,0.608,0.0631,0.00243,68.1,51.1,0.0557
Brazil,AMR,2003,0.021,0.984,0.0285,0.000628,72.0,214.0,0.0703
Barbados,AMR,2003,0.0175,1.0,0.0157,0.000463,74.9,696.0,0.0696
Brunei,WBR,2003,0.0195,0.994,0.00966,0.000344,72.9,583.0,0.031
Bhutan,SEAR,2003,0.0309,0.561,0.0654,0.0026899999999999997,68.2,50.4,0.0515
Botswana,AFR,2003,0.0311,0.961,0.08170000000000001,0.0020399999999999997,45.7,263.0,0.0596
Central African Republic,AFR,2003,0.0544,0.0,0.168,0.00542,44.5,11.9,0.0405
Canada,AMR,2003,0.0153,0.989,0.00613,8e-05,80.0,2680.0,0.0978
Switzerland,EUR,2003,0.0142,0.0,0.00533,6.82e-05,81.1,4940.0,0.113
Chile,AMR,2003,0.0202,0.977,0.00951,0.000206,77.4,346.0,0.0746
China,WBR,2003,0.0154,0.959,0.0289,0.000521,72.3,61.2,0.0485
Cote d'Ivoire,WBR,2003,0.0552,0.0,0.135,0.00337,52.1,29.7,0.0378
Cameroon,AFR,2003,0.0543,0.0,0.13699999999999998,0.0039700000000000004,54.3,40.3,0.0497
"Congo, Dem. Rep.",WBR,2003,0.0681,0.0,0.147,0.0035,54.8,5.46,0.0521
"Congo, Rep.",WBR,2003,0.0507,0.0,0.1,0.00373,55.3,27.0,0.026
Colombia,AMR,2003,0.0227,0.95,0.0228,0.000621,75.2,175.0,0.07690000000000001
Comoros,AFR,2003,0.0528,0.0,0.102,0.00224,63.3,16.3,0.0306
Cape Verde,AFR,2003,0.0336,0.0,0.0278,0.0011,71.2,80.9,0.045700000000000005
Costa Rica,AMR,2003,0.0216,0.982,0.0111,0.000387,78.5,327.0,0.07719999999999999
Cuba,AMR,2003,0.0158,0.999,0.00765,0.00062,77.8,202.0,0.0632
Cyprus,EUR,2003,0.0158,0.99,0.00551,0.000108,77.7,1240.0,0.0683
Czech Republic,EUR,2003,0.0121,0.998,0.0047799999999999995,5.6000000000000006e-05,75.6,666.0,0.0713
Germany,EUR,2003,0.013500000000000002,0.986,0.0049700000000000005,5.5100000000000004e-05,78.9,3210.0,0.109
Djibouti,EMR,2003,0.0412,0.606,0.094,0.0035600000000000002,60.9,50.1,0.06280000000000001
Denmark,EUR,2003,0.0176,0.989,0.00515,2.86e-05,77.7,3750.0,0.0951
Dominican Republic,AMR,2003,0.0281,0.0,0.038,0.0008439999999999999,73.5,133.0,0.0595
Algeria,AFR,2003,0.0241,0.0,0.0365,0.00122,72.0,79.6,0.0374
Ecuador,AMR,2003,0.0287,0.0,0.0248,0.0008089999999999999,73.9,145.0,0.06570000000000001
Egypt,EMR,2003,0.0309,0.6940000000000001,0.0396,0.0005269999999999999,68.2,58.1,0.0582
Eritrea,AFR,2003,0.0507,0.0,0.07390000000000001,0.00474,57.0,7.7,0.0414
Estonia,EUR,2003,0.0143,0.994,0.00847,0.000219,72.1,409.0,0.0563
Ethiopia,AFR,2003,0.0604,0.0,0.12300000000000001,0.00447,55.0,5.92,0.049100000000000005
Finland,EUR,2003,0.0176,0.998,0.00398,4.7499999999999996e-05,78.8,2570.0,0.0815
Fiji,WBR,2003,0.0295,0.967,0.0224,0.0011099999999999999,66.5,94.2,0.0333
France,EUR,2003,0.0189,0.0,0.004900000000000001,9.240000000000001e-05,79.7,3160.0,0.109
"Micronesia, Fed. Sts.",WBR,2003,0.0401,0.846,0.0496,0.0015300000000000001,63.6,215.0,0.0979
Gabon,AFR,2003,0.0433,0.0,0.07940000000000001,0.0032,59.8,154.0,0.0334
United Kingdom,EUR,2003,0.0169,0.0,0.00626,8.499999999999999e-05,78.6,2430.0,0.07769999999999999
Georgia,EUR,2003,0.016,0.972,0.028999999999999998,0.000396,70.6,74.1,0.0848
Ghana,AFR,2003,0.0461,0.471,0.08929999999999999,0.0017100000000000001,59.6,17.9,0.0485
Guinea,AFR,2003,0.0588,0.487,0.145,0.00534,55.4,21.6,0.0549
Gambia,AFR,2003,0.0588,0.0,0.102,0.00442,61.8,15.1,0.0585
Guinea-Bissau,AFR,2003,0.0556,0.0,0.157,0.0036899999999999997,52.4,20.4,0.0575
Equatorial Guinea,AFR,2003,0.0568,0.0,0.14400000000000002,0.0021899999999999997,60.5,125.0,0.0242
Greece,EUR,2003,0.0136,1.0,0.0052,5.610000000000001e-05,79.1,1580.0,0.08929999999999999
Grenada,AMR,2003,0.0241,1.0,0.0148,0.000529,72.2,359.0,0.0616
Guatemala,AMR,2003,0.0425,0.0,0.0458,0.0028699999999999997,68.1,115.0,0.0634
Guyana,AMR,2003,0.0292,0.94,0.0434,0.0018,64.1,55.7,0.0556
Honduras,AMR,2003,0.0369,0.0,0.032299999999999995,0.0018800000000000002,70.5,79.7,0.064
Croatia,EUR,2003,0.0138,0.999,0.007359999999999999,0.000106,75.1,495.0,0.0644
Haiti,AMR,2003,0.0396,0.0,0.0941,0.0052,58.5,14.6,0.047
Hungary,EUR,2003,0.0129,0.996,0.008400000000000001,8.32e-05,72.7,690.0,0.0836
Indonesia,SEAR,2003,0.0251,0.6629999999999999,0.045700000000000005,0.00293,67.8,26.8,0.0253
India,SEAR,2003,0.0311,0.0,0.08109999999999999,0.00305,64.5,23.7,0.0442
Ireland,EUR,2003,0.0197,0.996,0.00604,1.58e-05,78.3,2910.0,0.073
Iran,EMR,2003,0.0193,0.0,0.0289,0.000335,71.8,96.7,0.0486
Iraq,EMR,2003,0.0464,0.0,0.0416,0.0007490000000000001,68.1,18.4,0.0364
Iceland,EUR,2003,0.0202,0.994,0.00351,2.98e-05,81.2,4030.0,0.106
Israel,EUR,2003,0.0291,0.0,0.00611,3.570000000000001e-05,79.5,1370.0,0.0771
Italy,EUR,2003,0.0131,0.996,0.00483,5.68e-05,80.3,2180.0,0.083
Jamaica,AMR,2003,0.0244,0.974,0.0208,0.0007610000000000001,76.3,162.0,0.045700000000000005
Jordan,EMR,2003,0.0383,0.0,0.0248,0.0006690000000000001,73.8,186.0,0.0929
Japan,WBR,2003,0.013,0.998,0.0039900000000000005,7.59e-05,82.3,2690.0,0.08130000000000001
Kazakhstan,EUR,2003,0.0207,0.994,0.0356,0.000433,64.6,76.3,0.037000000000000005
Kenya,AFR,2003,0.0498,0.416,0.0905,0.0030600000000000002,55.2,19.6,0.044500000000000005
Kyrgyz Republic,WBR,2003,0.0252,0.989,0.0428,0.0005960000000000001,67.1,20.8,0.0543
Cambodia,WBR,2003,0.0341,0.0,0.07840000000000001,0.00325,62.2,30.0,0.0837
Kiribati,WBR,2003,0.0395,0.0,0.0668,0.00366,57.2,102.0,0.0964
South Korea,WBR,2003,0.0121,0.999,0.00633,0.000139,77.7,697.0,0.0518
Kuwait,EMR,2003,0.0262,0.0,0.0118,5.7999999999999994e-05,78.9,727.0,0.0323
Lao,WBR,2003,0.0385,0.0,0.0944,0.0036899999999999997,60.4,17.6,0.0512
Lebanon,EMR,2003,0.0194,0.0,0.016399999999999998,0.000233,75.3,420.0,0.0823
Liberia,AFR,2003,0.0564,0.0,0.149,0.005679999999999999,55.5,6.88,0.0509
Libya,EMR,2003,0.026,0.0,0.0255,0.00023799999999999998,75.5,191.0,0.0366
St. Lucia,WBR,2003,0.0183,0.99,0.018000000000000002,0.000492,73.8,268.0,0.0589
Sri Lanka,SEAR,2003,0.0227,0.0,0.0151,0.000481,73.4,37.1,0.0381
Lesotho,AFR,2003,0.0374,0.0,0.12300000000000001,0.00283,45.0,33.0,0.0707
Lithuania,EUR,2003,0.0129,1.0,0.009590000000000001,6.08e-05,72.0,351.0,0.0649
Luxembourg,EUR,2003,0.0166,0.999,0.0041,7.47e-05,79.0,4950.0,0.0766
Latvia,EUR,2003,0.013,0.99,0.0119,0.00014900000000000002,71.0,295.0,0.0613
Morocco,EMR,2003,0.0264,0.0,0.0434,0.00119,70.3,87.9,0.0525
Moldova,EUR,2003,0.0125,0.994,0.023,0.000223,69.1,45.7,0.0833
Madagascar,AFR,2003,0.0524,0.0,0.0912,0.00386,60.3,11.5,0.0353
Maldives,SEAR,2003,0.0251,0.0,0.0274,0.00133,74.4,210.0,0.0633
Mexico,AMR,2003,0.0258,0.95,0.0225,0.000609,74.7,397.0,0.0578
North Macedonia,EUR,2003,0.0161,0.99,0.0144,0.000117,71.7,219.0,0.0929
Mali,AFR,2003,0.0684,0.0,0.16899999999999998,0.00411,54.9,21.3,0.0625
Malta,EUR,2003,0.0147,0.995,0.006999999999999999,0.000118,79.3,1080.0,0.08380000000000001
Myanmar,SEAR,2003,0.0283,0.675,0.0818,0.00186,60.3,3.99,0.0228
Montenegro,EUR,2003,0.018500000000000003,0.989,0.0122,0.00011100000000000001,73.8,249.0,0.0956
Mongolia,WBR,2003,0.0208,0.986,0.0496,0.00105,62.1,27.5,0.0471
Mozambique,AFR,2003,0.0578,0.477,0.147,0.00155,52.1,13.3,0.0564
Mauritania,AFR,2003,0.0528,0.0,0.11199999999999999,0.00605,65.0,23.9,0.0537
Mauritius,AFR,2003,0.019,0.984,0.0157,0.000317,72.9,184.0,0.0389
Malawi,AFR,2003,0.06,0.0,0.133,0.00252,47.4,12.7,0.0635
Malaysia,WBR,2003,0.0244,0.976,0.008539999999999999,0.000609,73.5,185.0,0.0421
Namibia,AFR,2003,0.0377,0.0,0.07809999999999999,0.00206,52.1,160.0,0.0652
Niger,AFR,2003,0.0764,0.0,0.195,0.0037,53.7,7.9,0.0363
Nigeria,AFR,2003,0.0604,0.35200000000000004,0.16699999999999998,0.0031,55.5,38.4,0.06509999999999999
Nicaragua,AMR,2003,0.0281,0.0,0.0301,0.0006879999999999999,73.6,61.5,0.0794
Netherlands,EUR,2003,0.0175,1.0,0.0057399999999999994,6.21e-05,78.9,3240.0,0.0977
Norway,EUR,2003,0.018000000000000002,0.99,0.004370000000000001,8.699999999999999e-05,79.7,4940.0,0.1
New Zealand,WBR,2003,0.0198,0.982,0.00687,9.740000000000001e-05,79.1,1600.0,0.0786
Oman,EMR,2003,0.031400000000000004,0.0,0.0139,0.000372,69.8,293.0,0.0319
Pakistan,EMR,2003,0.0421,0.0,0.105,0.00295,61.5,15.7,0.0284
Panama,AMR,2003,0.0268,0.925,0.0241,0.0006889999999999999,78.0,315.0,0.076
Peru,AMR,2003,0.0277,0.0,0.0306,0.00151,76.0,103.0,0.0451
Philippines,WBR,2003,0.0365,0.598,0.0357,0.0008309999999999999,70.3,33.1,0.0325
Papua New Guinea,WBR,2003,0.0437,0.0,0.0682,0.003,62.5,25.2,0.0394
Poland,EUR,2003,0.0128,0.998,0.0081,5.650000000000001e-05,74.9,354.0,0.0624
Portugal,EUR,2003,0.0144,0.0,0.00558,8.39e-05,77.8,1510.0,0.0977
Paraguay,AMR,2003,0.0321,0.863,0.0315,0.00139,75.8,70.0,0.0716
Qatar,EMR,2003,0.0286,1.0,0.0111,0.00035499999999999996,71.7,1530.0,0.0425
Romania,EUR,2003,0.0133,0.992,0.02,0.000323,71.5,146.0,0.0533
Russia,EUR,2003,0.0133,0.994,0.016,0.00035099999999999997,65.2,167.0,0.0561
Rwanda,AFR,2003,0.0535,0.0,0.139,0.00449,54.5,13.2,0.0634
Saudi Arabia,EMR,2003,0.036000000000000004,0.0,0.0186,0.000484,70.9,387.0,0.040199999999999986
Sudan,EMR,2003,0.0527,0.0,0.0942,0.00248,64.1,18.7,0.0385
Senegal,AFR,2003,0.0525,0.0,0.109,0.00367,62.2,36.0,0.054000000000000006
Singapore,WBR,2003,0.0127,0.997,0.0032,7.340000000000001e-05,80.4,895.0,0.0381
Solomon Islands,WBR,2003,0.0458,0.0,0.0294,0.00315,56.9,45.9,0.0613
Sierra Leone,AFR,2003,0.0607,0.0,0.217,0.0049299999999999995,52.6,16.3,0.07769999999999999
El Salvador,AMR,2003,0.0269,0.924,0.0278,0.00047000000000000004,73.9,183.0,0.0731
Somalia,EMR,2003,0.0745,0.0,0.172,0.0039,52.6,0.0,0.0
Serbia,EUR,2003,0.0169,0.985,0.0105,0.00013000000000000002,72.2,230.0,0.08810000000000001
Sao Tome and Principe,WBR,2003,0.0512,0.764,0.0706,0.0017399999999999998,66.2,78.0,0.109
Suriname,AMR,2003,0.0275,0.0,0.031100000000000006,0.0007959999999999999,69.8,173.0,0.0662
Slovak Republic,WBR,2003,0.0122,0.995,0.008790000000000001,8.379999999999999e-05,74.2,360.0,0.0582
Slovenia,EUR,2003,0.0124,0.999,0.00468,2.72e-05,77.0,1260.0,0.0861
Sweden,EUR,2003,0.0173,0.0,0.00388,2.7899999999999997e-05,80.5,3270.0,0.0931
Eswatini,AFR,2003,0.0398,0.0,0.133,0.0016300000000000002,43.9,97.9,0.0593
Seychelles,AFR,2003,0.022,0.0,0.0137,0.000633,71.9,415.0,0.048
Syria,EMR,2003,0.0374,0.0,0.0205,0.000337,73.8,60.4,0.0512
Chad,AFR,2003,0.0721,0.0,0.17600000000000002,0.00485,52.8,17.3,0.0578
Togo,AFR,2003,0.0528,0.608,0.11,0.00324,56.4,19.1,0.056
Thailand,SEAR,2003,0.016,0.0,0.0188,0.000919,73.6,78.2,0.0358
Tajikistan,EUR,2003,0.0359,0.8809999999999999,0.0659,0.00031800000000000003,67.3,10.9,0.0446
Turkmenistan,EUR,2003,0.027000000000000003,0.995,0.0745,0.0005480000000000001,66.5,93.3,0.038
Timor-Leste,SEAR,2003,0.0697,0.184,0.092,0.00314,66.5,35.0,0.109
Tonga,WBR,2003,0.042,0.97,0.016800000000000002,0.0010400000000000001,71.1,106.0,0.0509
Trinidad and Tobago,AMR,2003,0.0175,0.992,0.0279,0.000537,71.1,425.0,0.049400000000000006
Tunisia,EMR,2003,0.0202,0.0,0.0247,0.000543,74.9,152.0,0.0591
Turkey,EUR,2003,0.0235,0.83,0.0298,0.00044500000000000003,75.7,242.0,0.0534
Tanzania,AFR,2003,0.0566,0.0,0.107,0.0021899999999999997,55.3,11.9,0.0375
Uganda,AFR,2003,0.0672,0.0,0.125,0.00157,51.8,18.1,0.0742
Ukraine,EUR,2003,0.0117,0.999,0.0159,0.000236,68.3,73.0,0.0693
Uruguay,AMR,2003,0.0219,0.997,0.0157,0.00025699999999999996,75.0,262.0,0.0724
United States,AMR,2003,0.0205,0.993,0.008140000000000001,0.00018999999999999998,77.3,5980.0,0.157
Uzbekistan,EUR,2003,0.0251,1.0,0.054700000000000006,0.00043099999999999996,64.9,20.8,0.0524
St. Vincent and the Grenadines,WBR,2003,0.0223,0.0,0.0225,0.000589,72.2,174.0,0.039
Venezuela,AMR,2003,0.027000000000000003,0.95,0.0198,0.0006270000000000001,73.5,190.0,0.05860000000000001
Vietnam,WBR,2003,0.019,0.0,0.0266,0.00023700000000000001,72.6,25.4,0.052300000000000006
Vanuatu,WBR,2003,0.0406,0.84,0.0283,0.00106,63.7,57.9,0.0369
Samoa,WBR,2003,0.044500000000000005,0.0,0.0195,0.00075,68.9,92.3,0.0515
Yemen,EMR,2003,0.0578,0.268,0.08109999999999999,0.00207,64.9,36.4,0.0574
South Africa,AFR,2003,0.0273,0.912,0.07909999999999999,0.00252,52.7,320.0,0.0886
Zambia,AFR,2003,0.0592,0.0,0.13,0.00197,46.6,26.3,0.0658
Zimbabwe,AFR,2003,0.039900000000000005,0.0,0.102,0.00187,46.4,0.0,0.0
Afghanistan,EMR,2004,0.0699,0.0,0.113,0.00458,57.1,20.7,0.0636
Angola,AFR,2004,0.065,0.0,0.17600000000000002,0.0025399999999999997,55.5,25.9,0.0209
Albania,EUR,2004,0.0182,0.993,0.0204,0.000106,75.8,161.0,0.0688
United Arab Emirates,EMR,2004,0.022400000000000003,1.0,0.01,0.00014900000000000002,69.1,995.0,0.0246
Argentina,AMR,2004,0.024700000000000003,0.991,0.0171,0.000617,74.9,332.0,0.0832
Armenia,EUR,2004,0.014,0.995,0.0252,0.000199,73.0,64.1,0.0549
Antigua and Barbuda,AMR,2004,0.0225,1.0,0.0131,0.00028900000000000003,75.7,459.0,0.0467
Australia,WBR,2004,0.0182,0.993,0.0058200000000000005,5.8299999999999994e-05,80.9,2870.0,0.08539999999999999
Austria,EUR,2004,0.0142,0.984,0.00505,3.66e-05,79.5,3680.0,0.103
Azerbaijan,EUR,2004,0.0184,0.959,0.0562,0.000286,67.2,80.9,0.079
Burundi,AFR,2004,0.0676,0.0,0.132,0.00457,49.2,9.59,0.0993
Belgium,EUR,2004,0.0173,0.0,0.00507,3.54e-05,79.1,3520.0,0.101
Benin,AFR,2004,0.05690000000000001,0.0,0.126,0.00312,58.5,25.0,0.0456
Burkina Faso,AFR,2004,0.0634,0.0,0.16,0.00244,54.6,22.6,0.0611
Bulgaria,EUR,2004,0.013,0.994,0.0142,0.00023500000000000002,71.0,238.0,0.0731
Bahrain,EMR,2004,0.0253,0.977,0.0109,0.00035200000000000005,72.3,661.0,0.0395
Bahamas,AMR,2004,0.0186,0.98,0.0151,0.000621,72.4,1340.0,0.07
Bosnia and Herzegovina,EUR,2004,0.013,0.999,0.009009999999999999,6.75e-05,75.5,243.0,0.0907
Belarus,EUR,2004,0.0129,0.999,0.00924,0.0002,69.0,154.0,0.0659
Belize,AMR,2004,0.0318,0.878,0.0213,0.0005809999999999999,72.0,168.0,0.0438
Bolivia,AMR,2004,0.0368,0.608,0.0594,0.00236,68.6,52.1,0.0534
Brazil,AMR,2004,0.0203,0.986,0.0266,0.000634,72.3,257.0,0.0713
Barbados,AMR,2004,0.0176,1.0,0.0157,0.00048300000000000003,74.9,732.0,0.0699
Brunei,WBR,2004,0.0189,0.994,0.00954,0.000354,72.9,667.0,0.0302
Bhutan,SEAR,2004,0.0295,0.0,0.0616,0.0027300000000000002,68.6,48.2,0.0441
Botswana,AFR,2004,0.0304,0.973,0.078,0.00196,47.5,452.0,0.0832
Central African Republic,AFR,2004,0.0541,0.0,0.166,0.005379999999999999,44.8,12.9,0.040199999999999986
Canada,AMR,2004,0.0155,0.99,0.0061,7.47e-05,80.2,3040.0,0.0978
Switzerland,EUR,2004,0.0142,0.0,0.0052,6.25e-05,81.4,5500.0,0.113
Chile,AMR,2004,0.02,0.998,0.009290000000000001,0.00023500000000000002,77.6,420.0,0.0706
China,WBR,2004,0.0155,0.973,0.0263,0.0004980000000000001,72.5,70.1,0.0475
Cote d'Ivoire,WBR,2004,0.0547,0.68,0.131,0.00339,52.6,36.9,0.0422
Cameroon,AFR,2004,0.0539,0.589,0.133,0.00399,54.6,43.4,0.0473
"Congo, Dem. Rep.",WBR,2004,0.0676,0.0,0.14300000000000002,0.0036299999999999995,55.5,6.49,0.0555
"Congo, Rep.",WBR,2004,0.0505,0.0,0.0932,0.0038,56.1,34.2,0.0254
Colombia,AMR,2004,0.022400000000000003,0.956,0.0222,0.0006230000000000001,75.6,206.0,0.07440000000000001
Comoros,AFR,2004,0.0525,0.0,0.10099999999999999,0.0019399999999999999,63.8,19.6,0.0338
Cape Verde,AFR,2004,0.032400000000000005,0.0,0.0268,0.00107,71.5,101.0,0.051
Costa Rica,AMR,2004,0.0211,0.985,0.0108,0.000383,78.6,342.0,0.07690000000000001
Cuba,AMR,2004,0.0158,0.999,0.0074,0.000603,77.8,206.0,0.0606
Cyprus,EUR,2004,0.0155,0.957,0.00519,0.000106,77.9,1340.0,0.0642
Czech Republic,EUR,2004,0.0125,0.998,0.00458,6.379999999999999e-05,76.1,771.0,0.069
Germany,EUR,2004,0.013500000000000002,0.982,0.004849999999999999,6.35e-05,79.3,3530.0,0.107
Djibouti,EMR,2004,0.039900000000000005,0.0,0.0915,0.00392,61.0,47.4,0.0565
Denmark,EUR,2004,0.0178,0.986,0.005,1.83e-05,78.0,4380.0,0.0968
Dominican Republic,AMR,2004,0.0278,0.0,0.0373,0.000918,72.6,126.0,0.0533
Algeria,AFR,2004,0.0244,0.0,0.035,0.00115,72.6,89.0,0.0338
Ecuador,AMR,2004,0.0283,0.982,0.0238,0.0007909999999999999,73.9,163.0,0.0661
Egypt,EMR,2004,0.0305,0.0,0.0377,0.000492,68.5,58.9,0.0547
Eritrea,AFR,2004,0.0501,0.0,0.0707,0.0048200000000000005,57.4,8.18,0.0376
Estonia,EUR,2004,0.0148,0.997,0.007759999999999999,0.000195,72.5,517.0,0.0581
Ethiopia,AFR,2004,0.0587,0.064,0.11699999999999999,0.00434,55.9,5.99,0.0433
Finland,EUR,2004,0.018000000000000002,0.998,0.00388,8.499999999999999e-05,79.0,2970.0,0.0821
Fiji,WBR,2004,0.0291,0.97,0.0226,0.00106,67.1,119.0,0.0358
France,EUR,2004,0.0192,0.98,0.004719999999999999,8.859999999999999e-05,80.3,3630.0,0.11
"Micronesia, Fed. Sts.",WBR,2004,0.0391,0.0,0.0481,0.0015199999999999999,63.7,228.0,0.104
Gabon,AFR,2004,0.0427,0.0,0.0773,0.00322,60.2,160.0,0.03
United Kingdom,EUR,2004,0.0172,0.0,0.0061600000000000005,8.130000000000001e-05,79.0,2940.0,0.0799
Georgia,EUR,2004,0.0163,0.975,0.0263,0.0005769999999999999,70.7,96.8,0.08529999999999999
Ghana,AFR,2004,0.0455,0.0,0.0866,0.0017399999999999998,59.8,25.8,0.0614
Guinea,AFR,2004,0.058,0.0,0.139,0.00536,55.7,21.9,0.0532
Gambia,AFR,2004,0.05860000000000001,0.0,0.0978,0.00469,62.0,17.3,0.0629
Guinea-Bissau,AFR,2004,0.0547,0.0,0.151,0.00367,52.7,21.6,0.0555
Equatorial Guinea,AFR,2004,0.0562,0.0,0.139,0.00217,60.9,189.0,0.0213
Greece,EUR,2004,0.0138,1.0,0.004860000000000001,7e-05,79.2,1810.0,0.0868
Grenada,AMR,2004,0.0237,0.0,0.0146,0.00056,71.8,336.0,0.0571
Guatemala,AMR,2004,0.041100000000000005,0.0,0.044000000000000004,0.00195,68.4,123.0,0.0636
Guyana,AMR,2004,0.0288,0.959,0.0424,0.00193,64.3,80.3,0.0759
Honduras,AMR,2004,0.0357,0.0,0.0308,0.00186,70.7,85.1,0.0647
Croatia,EUR,2004,0.0137,0.999,0.00704,9.42e-05,75.6,614.0,0.0665
Haiti,AMR,2004,0.0385,0.0,0.0916,0.00549,57.5,18.4,0.0463
Hungary,EUR,2004,0.013,0.996,0.00795,5.84e-05,73.1,813.0,0.0806
Indonesia,SEAR,2004,0.0252,0.715,0.0497,0.00275,66.3,27.1,0.0237
India,SEAR,2004,0.0304,0.0,0.0777,0.0029100000000000003,65.2,26.4,0.0415
Ireland,EUR,2004,0.0198,0.997,0.00559,1.5700000000000002e-05,78.7,3450.0,0.075
Iran,EMR,2004,0.0187,0.0,0.0274,0.00031299999999999996,73.2,117.0,0.0493
Iraq,EMR,2004,0.0459,0.0,0.0407,0.000728,68.3,62.4,0.0571
Iceland,EUR,2004,0.0204,0.994,0.00335,3.03e-05,81.4,4560.0,0.1
Israel,EUR,2004,0.0291,0.0,0.005849999999999999,4.96e-05,79.9,1410.0,0.0759
Italy,EUR,2004,0.0134,0.998,0.00463,4.5799999999999995e-05,80.8,2570.0,0.0862
Jamaica,AMR,2004,0.024,0.0,0.0204,0.000719,76.8,183.0,0.0482
Jordan,EMR,2004,0.0378,0.0,0.0241,0.000606,74.0,203.0,0.0926
Japan,WBR,2004,0.013,0.998,0.00386,6.790000000000001e-05,82.5,2910.0,0.0808
Kazakhstan,EUR,2004,0.0216,0.994,0.0335,0.000342,64.6,113.0,0.0396
Kenya,AFR,2004,0.049100000000000005,0.0,0.085,0.00312,55.7,19.9,0.0429
Kyrgyz Republic,WBR,2004,0.0254,0.982,0.0409,0.00063,67.4,24.6,0.0557
Cambodia,WBR,2004,0.0331,0.163,0.0712,0.0030600000000000002,62.9,32.3,0.07980000000000001
Kiribati,WBR,2004,0.0393,0.0,0.0663,0.00361,57.5,118.0,0.104
South Korea,WBR,2004,0.0118,0.0,0.00593,0.00013800000000000002,78.3,789.0,0.0525
Kuwait,EMR,2004,0.0255,0.983,0.0116,0.00013000000000000002,78.8,748.0,0.0276
Lao,WBR,2004,0.0372,0.0,0.0904,0.00349,61.1,19.4,0.0438
Lebanon,EMR,2004,0.0184,0.982,0.0153,0.00022200000000000003,75.4,453.0,0.083
Liberia,AFR,2004,0.0555,0.0,0.138,0.00563,58.5,7.56,0.0508
