country,region,year,fertility_rate,birth_attended_staff_rate,child_mortality_rate,maternal_mortality_rate,average_life_expectancy,health_spending_per_person,health_spending_rate
Libya,EMR,2004,0.0254,0.0,0.0244,0.00022999999999999998,76.4,204.0,0.0312
St. Lucia,WBR,2004,0.0174,1.0,0.0181,0.000532,74.0,282.0,0.0578
Sri Lanka,SEAR,2004,0.0228,0.0,0.0291,0.00045999999999999996,69.0,43.2,0.041
Lesotho,AFR,2004,0.0364,0.5539999999999999,0.12300000000000001,0.0030600000000000002,44.2,41.4,0.06860000000000001
Lithuania,EUR,2004,0.013,1.0,0.00932,0.000128,72.0,374.0,0.0567
Luxembourg,EUR,2004,0.0165,0.0,0.00388,7.8e-05,79.2,6110.0,0.08199999999999999
Latvia,EUR,2004,0.013500000000000002,1.0,0.0112,0.000143,71.3,387.0,0.065
Morocco,EMR,2004,0.0261,0.626,0.0416,0.0011099999999999999,70.5,98.7,0.0522
Moldova,EUR,2004,0.0122,0.993,0.0211,0.000229,69.4,61.2,0.0848
Madagascar,AFR,2004,0.0514,0.513,0.0868,0.00379,60.6,9.16,0.0365
Maldives,SEAR,2004,0.0242,0.84,0.027100000000000003,0.0012,73.9,236.0,0.0649
Mexico,AMR,2004,0.0254,0.0,0.0214,0.0005809999999999999,75.0,440.0,0.05980000000000001
North Macedonia,EUR,2004,0.015700000000000002,0.99,0.0141,0.00010700000000000001,72.2,237.0,0.0873
Mali,AFR,2004,0.0682,0.0,0.163,0.00398,55.6,24.5,0.06280000000000001
Malta,EUR,2004,0.0142,0.999,0.006900000000000001,0.000127,79.6,1250.0,0.0885
Myanmar,SEAR,2004,0.0278,0.0,0.0793,0.0018,60.8,4.94,0.0228
Montenegro,EUR,2004,0.018500000000000003,0.983,0.0114,0.00010700000000000001,73.8,287.0,0.0908
Mongolia,WBR,2004,0.0211,0.997,0.0454,0.000967,62.5,30.3,0.042
Mozambique,AFR,2004,0.0576,0.0,0.14,0.00157,52.1,14.2,0.0505
Mauritania,AFR,2004,0.052300000000000006,0.0,0.111,0.00598,65.5,28.6,0.0588
Mauritius,AFR,2004,0.0187,0.0,0.0156,0.00029600000000000004,73.2,220.0,0.0417
Malawi,AFR,2004,0.0596,0.561,0.121,0.00252,48.0,16.4,0.0782
Malaysia,WBR,2004,0.0236,0.98,0.0083,0.0005870000000000001,73.8,190.0,0.039
Namibia,AFR,2004,0.0371,0.0,0.0775,0.0019199999999999998,52.4,209.0,0.0647
Niger,AFR,2004,0.07629999999999999,0.0,0.183,0.00361,55.0,9.04,0.0391
Nigeria,AFR,2004,0.0601,0.0,0.162,0.00313,56.0,44.8,0.0696
Nicaragua,AMR,2004,0.0274,0.0,0.0282,0.000695,73.7,66.3,0.0795
Netherlands,EUR,2004,0.0173,0.0,0.00555,7.140000000000001e-05,79.3,3740.0,0.0997
Norway,EUR,2004,0.0183,0.991,0.004200000000000001,1.85e-05,80.1,5440.0,0.096
New Zealand,WBR,2004,0.0202,0.94,0.006719999999999999,8.740000000000001e-05,79.4,1970.0,0.0803
Oman,EMR,2004,0.0303,0.0,0.0133,0.00035499999999999996,70.2,309.0,0.029900000000000006
Pakistan,EMR,2004,0.0413,0.0,0.102,0.00292,61.8,17.5,0.0282
Panama,AMR,2004,0.0266,0.913,0.0235,0.0005780000000000001,78.2,360.0,0.0809
Peru,AMR,2004,0.0273,0.711,0.0285,0.00134,76.7,112.0,0.0437
Philippines,WBR,2004,0.0358,0.0,0.035,0.0008359999999999999,70.4,35.1,0.0323
Papua New Guinea,WBR,2004,0.0432,0.39,0.06670000000000001,0.00299,62.3,30.9,0.044
Poland,EUR,2004,0.0128,0.998,0.00782,5.97e-05,75.0,411.0,0.062
Portugal,EUR,2004,0.0143,0.0,0.0051,7.92e-05,78.4,1770.0,0.101
Paraguay,AMR,2004,0.0312,0.772,0.0307,0.00147,75.2,79.8,0.0664
Qatar,EMR,2004,0.0271,1.0,0.0107,0.000344,72.2,1650.0,0.0371
Romania,EUR,2004,0.0136,0.989,0.0193,0.000258,72.0,191.0,0.0546
Russia,EUR,2004,0.0134,0.994,0.0148,0.000293,65.5,212.0,0.0519
Rwanda,AFR,2004,0.0524,0.0,0.124,0.0044,56.3,14.4,0.0622
Saudi Arabia,EMR,2004,0.0351,0.96,0.0176,0.000487,71.1,399.0,0.0369
Sudan,EMR,2004,0.052000000000000005,0.0,0.0911,0.00247,64.2,23.7,0.041
Senegal,AFR,2004,0.052000000000000005,0.58,0.10099999999999999,0.00385,62.7,43.3,0.0571
Singapore,WBR,2004,0.0126,0.997,0.00306,5.05e-05,80.7,922.0,0.034
Solomon Islands,WBR,2004,0.0454,0.0,0.0291,0.0031899999999999997,56.8,46.5,0.0566
Sierra Leone,AFR,2004,0.0597,0.0,0.21,0.00507,52.9,29.9,0.135
El Salvador,AMR,2004,0.026,0.0,0.0263,0.0005229999999999999,73.6,189.0,0.0722
Somalia,EMR,2004,0.0738,0.0,0.172,0.00387,52.8,0.0,0.0
Serbia,EUR,2004,0.0166,0.987,0.00966,0.000128,72.3,275.0,0.0866
Sao Tome and Principe,WBR,2004,0.0507,0.0,0.06609999999999999,0.0020399999999999997,66.5,79.4,0.102
Suriname,AMR,2004,0.0271,0.9,0.03,0.0008190000000000001,70.1,207.0,0.0688
Slovak Republic,WBR,2004,0.0123,0.995,0.0085,7.58e-05,74.6,565.0,0.0721
Slovenia,EUR,2004,0.0127,0.999,0.0044399999999999995,9.84e-05,77.4,1410.0,0.0834
Sweden,EUR,2004,0.0177,0.0,0.00375,2.18e-05,80.7,3660.0,0.0909
Eswatini,AFR,2004,0.0393,0.0,0.132,0.0016899999999999999,43.1,114.0,0.0549
Seychelles,AFR,2004,0.0222,0.0,0.0137,0.0006349999999999999,72.0,436.0,0.0514
Syria,EMR,2004,0.0365,0.897,0.0197,0.000307,74.1,60.6,0.044800000000000006
Chad,AFR,2004,0.07150000000000001,0.14400000000000002,0.172,0.00475,53.2,23.8,0.051
Togo,AFR,2004,0.052300000000000006,0.0,0.107,0.00316,56.7,24.8,0.0623
Thailand,SEAR,2004,0.0158,0.0,0.0179,0.000768,73.7,85.8,0.0351
Tajikistan,EUR,2004,0.0353,0.7509999999999999,0.0607,0.000297,67.5,14.0,0.043
Turkmenistan,EUR,2004,0.0267,0.985,0.0724,0.00058,66.2,108.0,0.0358
Timor-Leste,SEAR,2004,0.0688,0.0,0.0868,0.0026100000000000003,67.1,43.3,0.136
Tonga,WBR,2004,0.0418,0.98,0.0167,0.0010199999999999999,71.4,115.0,0.0482
Trinidad and Tobago,AMR,2004,0.0176,0.99,0.0274,0.000641,71.6,491.0,0.05
Tunisia,EMR,2004,0.02,0.0,0.0233,0.0005200000000000001,75.1,179.0,0.062
Turkey,EUR,2004,0.0231,0.83,0.0275,0.00037999999999999997,76.3,310.0,0.0537
Tanzania,AFR,2004,0.0565,0.434,0.1,0.00227,55.9,11.7,0.0344
Uganda,AFR,2004,0.0665,0.0,0.11699999999999999,0.0016300000000000002,52.6,22.9,0.0746
Ukraine,EUR,2004,0.012,0.999,0.0151,0.00021099999999999998,68.0,90.7,0.0661
Uruguay,AMR,2004,0.0217,0.995,0.0151,0.00025499999999999996,75.2,349.0,0.0848
United States,AMR,2004,0.0206,0.993,0.00805,0.000217,77.7,6330.0,0.157
Uzbekistan,EUR,2004,0.0248,1.0,0.052000000000000005,0.000434,64.8,25.4,0.0542
St. Vincent and the Grenadines,WBR,2004,0.022,1.0,0.0225,0.000585,72.3,179.0,0.0372
Venezuela,AMR,2004,0.0266,0.0,0.0191,0.000591,74.6,239.0,0.0557
Vietnam,WBR,2004,0.0189,0.0,0.0258,0.000233,72.7,30.6,0.0554
Vanuatu,WBR,2004,0.0395,0.0,0.0284,0.00106,63.7,61.8,0.0349
Samoa,WBR,2004,0.0446,1.0,0.0192,0.0006529999999999999,69.0,106.0,0.0493
Yemen,EMR,2004,0.056,0.0,0.0767,0.00206,65.3,38.2,0.0533
South Africa,AFR,2004,0.027000000000000003,0.912,0.07940000000000001,0.00274,52.2,415.0,0.0894
Zambia,AFR,2004,0.05860000000000001,0.0,0.11900000000000001,0.00196,47.7,32.1,0.0661
Zimbabwe,AFR,2004,0.0398,0.0,0.102,0.00214,46.4,0.0,0.0
Afghanistan,EMR,2005,0.0683,0.0,0.109,0.00462,57.6,21.9,0.0663
Angola,AFR,2005,0.0647,0.0,0.16699999999999998,0.0025800000000000003,56.4,36.4,0.0196
Albania,EUR,2005,0.0175,0.998,0.0192,0.00011999999999999999,76.2,178.0,0.0684
United Arab Emirates,EMR,2005,0.0215,0.0,0.009729999999999999,0.00013800000000000002,69.2,1030.0,0.0232
Argentina,AMR,2005,0.0245,0.991,0.0165,0.000611,75.3,400.0,0.08449999999999999
Armenia,EUR,2005,0.014,0.978,0.0239,0.00021099999999999998,73.0,77.7,0.0486
Antigua and Barbuda,AMR,2005,0.0222,0.999,0.0125,0.000288,75.9,483.0,0.0466
Australia,WBR,2005,0.0186,0.994,0.005719999999999999,5.36e-05,81.2,3140.0,0.0843
Austria,EUR,2005,0.0141,0.986,0.004900000000000001,3.68e-05,79.8,3830.0,0.103
Azerbaijan,EUR,2005,0.0182,0.944,0.0525,0.000292,67.3,120.0,0.078
Burundi,AFR,2005,0.0669,0.318,0.125,0.004370000000000001,50.3,13.4,0.122
Belgium,EUR,2005,0.0176,0.0,0.004940000000000001,5.47e-05,79.3,3620.0,0.1
Benin,AFR,2005,0.0563,0.75,0.12300000000000001,0.00309,58.8,27.0,0.0473
Burkina Faso,AFR,2005,0.06269999999999999,0.0,0.153,0.0024100000000000002,55.3,26.4,0.0669
Bulgaria,EUR,2005,0.0134,0.994,0.0133,0.000192,71.1,274.0,0.0731
Bahrain,EMR,2005,0.0245,0.975,0.0106,0.00032599999999999996,72.7,688.0,0.0371
Bahamas,AMR,2005,0.0186,0.0,0.0149,0.0006270000000000001,73.2,1430.0,0.0704
Bosnia and Herzegovina,EUR,2005,0.0129,0.999,0.00883,6.01e-05,75.3,263.0,0.0911
Belarus,EUR,2005,0.0132,1.0,0.00852,0.000205,68.8,212.0,0.0689
Belize,AMR,2005,0.0307,0.893,0.0209,0.0006259999999999999,72.4,176.0,0.0443
Bolivia,AMR,2005,0.036000000000000004,0.0,0.0558,0.00242,69.0,58.3,0.0558
Brazil,AMR,2005,0.0198,0.986,0.0249,0.000618,72.8,388.0,0.0817
Barbados,AMR,2005,0.0176,1.0,0.0157,0.000442,75.2,774.0,0.0696
Brunei,WBR,2005,0.018500000000000003,0.996,0.00947,0.000339,73.0,691.0,0.0263
Bhutan,SEAR,2005,0.0284,0.523,0.0579,0.0026100000000000003,69.0,57.8,0.0466
Botswana,AFR,2005,0.029900000000000006,0.94,0.0719,0.0018399999999999998,49.9,419.0,0.0766
Central African Republic,AFR,2005,0.0538,0.0,0.165,0.00536,45.2,12.5,0.0373
Canada,AMR,2005,0.015700000000000002,0.988,0.00605,9.32e-05,80.4,3450.0,0.0982
Switzerland,EUR,2005,0.0143,0.0,0.00507,5.68e-05,81.7,5570.0,0.112
Chile,AMR,2005,0.0198,0.998,0.0091,0.000248,77.9,502.0,0.0691
China,WBR,2005,0.015700000000000002,0.975,0.024,0.000458,73.0,80.4,0.0468
Cote d'Ivoire,WBR,2005,0.0542,0.551,0.127,0.0033799999999999998,53.5,39.0,0.043
Cameroon,AFR,2005,0.0535,0.0,0.129,0.00399,55.0,44.9,0.0475
"Congo, Dem. Rep.",WBR,2005,0.06709999999999999,0.0,0.138,0.0036799999999999997,56.1,7.33,0.0592
"Congo, Rep.",WBR,2005,0.0504,0.8340000000000001,0.0861,0.0039299999999999995,57.0,41.5,0.0241
Colombia,AMR,2005,0.022,0.907,0.0215,0.0006990000000000001,76.5,254.0,0.0745
Comoros,AFR,2005,0.0522,0.0,0.0993,0.00207,64.1,22.1,0.0366
Cape Verde,AFR,2005,0.0313,0.775,0.0263,0.00105,71.8,97.9,0.0458
Costa Rica,AMR,2005,0.0207,0.985,0.0105,0.000364,79.4,360.0,0.0765
Cuba,AMR,2005,0.015700000000000002,0.999,0.00715,0.000681,77.7,302.0,0.0795
Cyprus,EUR,2005,0.0152,0.993,0.00488,0.000104,77.9,1410.0,0.0637
Czech Republic,EUR,2005,0.013,0.998,0.00436,5.820000000000001e-05,76.4,881.0,0.0693
Germany,EUR,2005,0.013500000000000002,0.982,0.004730000000000001,5.44e-05,79.6,3630.0,0.108
Djibouti,EMR,2005,0.0387,0.0,0.08900000000000001,0.00387,61.4,63.2,0.07200000000000001
Denmark,EUR,2005,0.018000000000000002,0.988,0.00483,1.85e-05,78.3,4650.0,0.0977
Dominican Republic,AMR,2005,0.0275,0.0,0.0367,0.000968,72.6,198.0,0.0548
Algeria,AFR,2005,0.025,0.0,0.0335,0.0011099999999999999,72.9,96.2,0.0306
Ecuador,AMR,2005,0.0279,0.785,0.0228,0.0008240000000000001,73.6,182.0,0.0655
Egypt,EMR,2005,0.0302,0.742,0.036000000000000004,0.000475,68.8,65.9,0.0525
Eritrea,AFR,2005,0.049400000000000006,0.0,0.0678,0.0048,57.7,7.84,0.03
Estonia,EUR,2005,0.0154,0.996,0.0071,0.00011499999999999999,73.0,517.0,0.0501
Ethiopia,AFR,2005,0.05690000000000001,0.057,0.11,0.00421,57.0,6.8,0.041100000000000005
Finland,EUR,2005,0.018000000000000002,0.998,0.0037700000000000003,5.7999999999999994e-05,79.3,3150.0,0.0843
Fiji,WBR,2005,0.0286,0.972,0.023,0.00108,67.1,132.0,0.0361
France,EUR,2005,0.0194,0.979,0.00458,8.01e-05,80.6,3790.0,0.112
"Micronesia, Fed. Sts.",WBR,2005,0.0382,0.8270000000000001,0.046700000000000005,0.00149,63.8,277.0,0.122
Gabon,AFR,2005,0.0423,0.0,0.075,0.00309,61.1,164.0,0.026
United Kingdom,EUR,2005,0.0176,0.0,0.00605,8.070000000000001e-05,79.3,3120.0,0.0824
Georgia,EUR,2005,0.0166,0.983,0.0237,0.000446,71.0,123.0,0.086
Ghana,AFR,2005,0.0449,0.0,0.0842,0.0017699999999999999,60.0,34.8,0.0702
Guinea,AFR,2005,0.0573,0.38,0.134,0.00524,56.0,16.2,0.0499
Gambia,AFR,2005,0.0584,0.0,0.0938,0.00481,62.2,18.9,0.0616
Guinea-Bissau,AFR,2005,0.0539,0.0,0.145,0.0035600000000000002,52.8,23.5,0.0561
Equatorial Guinea,AFR,2005,0.0556,0.0,0.134,0.00213,61.1,230.0,0.017
Greece,EUR,2005,0.014,1.0,0.00456,4.26e-05,79.4,2090.0,0.0966
Grenada,AMR,2005,0.0234,1.0,0.0144,0.000558,72.4,412.0,0.0605
Guatemala,AMR,2005,0.0397,0.0,0.0423,0.00256,68.4,136.0,0.0636
Guyana,AMR,2005,0.0284,0.967,0.0415,0.0019100000000000002,64.4,102.0,0.09210000000000003
Honduras,AMR,2005,0.0345,0.0,0.0294,0.00185,70.9,82.7,0.0583
Croatia,EUR,2005,0.0138,0.999,0.006730000000000001,9.499999999999999e-05,75.6,705.0,0.0699
Haiti,AMR,2005,0.0376,0.0,0.08929999999999999,0.00562,59.0,19.6,0.0441
Hungary,EUR,2005,0.013,0.996,0.0075499999999999986,6.7e-05,73.1,909.0,0.08310000000000001
Indonesia,SEAR,2005,0.0251,0.0,0.0419,0.0026,68.3,30.1,0.024
India,SEAR,2005,0.0297,0.0,0.07440000000000001,0.00288,65.4,30.6,0.0415
Ireland,EUR,2005,0.0198,0.997,0.00519,4.05e-05,79.1,3690.0,0.0756
Iran,EMR,2005,0.0183,0.973,0.0259,0.00029,73.5,156.0,0.0567
Iraq,EMR,2005,0.0456,0.0,0.0398,0.000737,67.7,61.9,0.0479
Iceland,EUR,2005,0.0207,0.99,0.0032,2.71e-05,81.6,5320.0,0.096
Israel,EUR,2005,0.0291,0.0,0.00558,4.14e-05,80.3,1490.0,0.0767
Italy,EUR,2005,0.0136,0.998,0.00447,4.2e-05,81.0,2710.0,0.08900000000000001
Jamaica,AMR,2005,0.0236,0.967,0.0201,0.00079,77.4,171.0,0.041
Jordan,EMR,2005,0.0375,0.0,0.0234,0.000509,74.1,206.0,0.0872
Japan,WBR,2005,0.0131,0.998,0.00374,7.170000000000001e-05,82.5,2930.0,0.08220000000000001
Kazakhstan,EUR,2005,0.0226,0.994,0.0313,0.000376,64.6,153.0,0.0407
Kenya,AFR,2005,0.0484,0.0,0.0793,0.0031100000000000004,56.5,22.9,0.0436
Kyrgyz Republic,WBR,2005,0.0258,0.979,0.039200000000000006,0.000665,67.4,28.4,0.0582
Cambodia,WBR,2005,0.0323,0.438,0.0653,0.00279,63.7,35.1,0.0746
Kiribati,WBR,2005,0.0391,0.63,0.06609999999999999,0.00352,57.7,116.0,0.101
South Korea,WBR,2005,0.0117,0.0,0.005529999999999999,0.00013700000000000002,78.8,994.0,0.0567
Kuwait,EMR,2005,0.025,0.986,0.0114,7.94e-05,78.7,849.0,0.0238
Lao,WBR,2005,0.0362,0.146,0.0864,0.0033299999999999996,61.7,20.2,0.0404
Lebanon,EMR,2005,0.0175,0.0,0.0141,0.000215,75.4,434.0,0.0806
Liberia,AFR,2005,0.0546,0.0,0.128,0.00561,59.2,8.7,0.0522
Libya,EMR,2005,0.0249,0.0,0.0231,0.000225,76.8,223.0,0.0253
St. Lucia,WBR,2005,0.0168,1.0,0.0183,0.000541,74.3,311.0,0.06
Sri Lanka,SEAR,2005,0.0228,0.0,0.0142,0.0005059999999999999,73.3,48.6,0.0395
Lesotho,AFR,2005,0.0355,0.5539999999999999,0.122,0.0032600000000000003,43.9,41.1,0.0626
Lithuania,EUR,2005,0.0132,1.0,0.009009999999999999,0.00011399999999999999,71.3,446.0,0.0583
Luxembourg,EUR,2005,0.016399999999999998,0.0,0.0036799999999999997,7.190000000000001e-05,79.5,6440.0,0.0794
Latvia,EUR,2005,0.014,1.0,0.0105,9e-05,70.9,441.0,0.0633
Morocco,EMR,2005,0.0259,0.0,0.0398,0.0011,70.8,99.0,0.0505
Moldova,EUR,2005,0.0122,0.995,0.0197,0.00022999999999999998,68.9,76.1,0.0915
Madagascar,AFR,2005,0.0505,0.0,0.0828,0.00364,61.1,10.4,0.037000000000000005
Maldives,SEAR,2005,0.0234,0.916,0.0217,0.0011099999999999999,75.8,270.0,0.0815
Mexico,AMR,2005,0.025,0.0,0.0205,0.000585,75.0,478.0,0.0587
North Macedonia,EUR,2005,0.0153,0.991,0.0136,9.740000000000001e-05,72.5,238.0,0.0809
Mali,AFR,2005,0.0679,0.0,0.157,0.0038200000000000005,56.2,25.0,0.0601
Malta,EUR,2005,0.014,0.997,0.00683,0.00011999999999999999,80.0,1390.0,0.0934
Myanmar,SEAR,2005,0.0272,0.0,0.0767,0.0017100000000000001,61.4,5.14,0.0212
Montenegro,EUR,2005,0.0184,0.99,0.0106,9.77e-05,73.8,314.0,0.0911
Mongolia,WBR,2005,0.0217,0.992,0.0415,0.0008690000000000001,62.9,33.3,0.0368
Mozambique,AFR,2005,0.0574,0.0,0.134,0.00164,52.1,18.3,0.0578
Mauritania,AFR,2005,0.0518,0.0,0.11,0.00583,65.8,29.7,0.0505
Mauritius,AFR,2005,0.0182,0.992,0.0157,0.000354,73.2,232.0,0.045
Malawi,AFR,2005,0.059,0.561,0.113,0.00246,48.9,17.6,0.0821
Malaysia,WBR,2005,0.0229,0.981,0.00813,0.0005769999999999999,74.1,188.0,0.0356
Namibia,AFR,2005,0.0367,0.0,0.0731,0.0018899999999999998,53.5,256.0,0.0732
Niger,AFR,2005,0.0761,0.0,0.172,0.00361,55.6,15.4,0.0596
Nigeria,AFR,2005,0.0599,0.0,0.156,0.00312,56.6,53.0,0.066
Nicaragua,AMR,2005,0.0268,0.0,0.0265,0.000692,73.5,71.2,0.0793
Netherlands,EUR,2005,0.0171,0.0,0.00536,8.48e-05,79.6,3850.0,0.0983
Norway,EUR,2005,0.0184,0.992,0.004030000000000001,4.3e-05,80.4,5940.0,0.0904
New Zealand,WBR,2005,0.0205,0.966,0.00658,9.66e-05,79.8,2290.0,0.0839
Oman,EMR,2005,0.0295,0.98,0.0128,0.00034799999999999995,70.3,331.0,0.026
Pakistan,EMR,2005,0.0407,0.31,0.0998,0.0028699999999999997,61.0,18.8,0.0273
Panama,AMR,2005,0.0265,0.911,0.0229,0.0007700000000000001,78.2,357.0,0.0748
Peru,AMR,2005,0.0268,0.0,0.0267,0.00131,77.2,129.0,0.0446
Philippines,WBR,2005,0.035,0.0,0.0344,0.000833,70.3,42.1,0.0349
Papua New Guinea,WBR,2005,0.0426,0.0,0.0653,0.00301,62.2,30.8,0.0386
Poland,EUR,2005,0.013,0.993,0.007559999999999999,4.5999999999999986e-05,75.2,495.0,0.0621
Portugal,EUR,2005,0.0142,0.0,0.004730000000000001,2.8499999999999998e-05,78.8,1880.0,0.104
Paraguay,AMR,2005,0.0304,0.875,0.0299,0.00133,75.6,82.1,0.06480000000000001
Qatar,EMR,2005,0.0257,1.0,0.0104,0.000362,72.3,1690.0,0.0327
Romania,EUR,2005,0.0138,0.981,0.018000000000000002,0.00021400000000000002,72.4,252.0,0.055
Russia,EUR,2005,0.0129,0.994,0.0137,0.000307,65.0,277.0,0.0521
Rwanda,AFR,2005,0.0514,0.386,0.11,0.00415,58.2,18.3,0.0653
Saudi Arabia,EMR,2005,0.0342,0.96,0.0166,0.0005279999999999999,71.2,465.0,0.0354
Sudan,EMR,2005,0.0514,0.0,0.0882,0.00246,65.5,28.4,0.039900000000000005
Senegal,AFR,2005,0.0516,0.519,0.0937,0.0039299999999999995,63.2,43.2,0.054000000000000006
Singapore,WBR,2005,0.0126,0.997,0.00296,8.060000000000001e-05,81.3,991.0,0.0337
Solomon Islands,WBR,2005,0.045,0.0,0.0288,0.0032,56.8,72.3,0.07629999999999999
Sierra Leone,AFR,2005,0.05860000000000001,0.4,0.204,0.0052,53.3,34.8,0.145
El Salvador,AMR,2005,0.0253,0.872,0.0249,0.000571,73.6,202.0,0.0713
Somalia,EMR,2005,0.0731,0.0,0.172,0.0038200000000000005,53.5,0.0,0.0
Serbia,EUR,2005,0.016399999999999998,0.997,0.008919999999999999,0.000135,72.3,307.0,0.0905
Sao Tome and Principe,WBR,2005,0.0502,0.0,0.062,0.00141,66.7,81.8,0.095
Suriname,AMR,2005,0.0267,0.0,0.0291,0.000926,70.6,243.0,0.0678
Slovak Republic,WBR,2005,0.0125,0.995,0.00822,7.290000000000001e-05,74.5,626.0,0.0704
Slovenia,EUR,2005,0.0131,0.999,0.00421,7.140000000000001e-05,78.1,1500.0,0.08410000000000001
Sweden,EUR,2005,0.0179,0.0,0.0036,4.55e-05,81.0,3720.0,0.0906
Eswatini,AFR,2005,0.0387,0.0,0.129,0.0017399999999999998,43.3,134.0,0.0584
Seychelles,AFR,2005,0.0225,0.99,0.013800000000000002,0.000651,72.2,441.0,0.0416
Syria,EMR,2005,0.0356,0.0,0.0189,0.000272,74.4,62.6,0.041100000000000005
Chad,AFR,2005,0.0707,0.0,0.16899999999999998,0.00469,53.7,25.6,0.0473
Togo,AFR,2005,0.0518,0.0,0.10400000000000001,0.00318,56.9,25.1,0.06269999999999999
Thailand,SEAR,2005,0.015700000000000002,0.0,0.017,0.00064,74.8,93.8,0.0354
Tajikistan,EUR,2005,0.035,0.8240000000000001,0.0562,0.000285,67.5,17.3,0.0484
Turkmenistan,EUR,2005,0.0265,0.997,0.0702,0.0006270000000000001,65.8,116.0,0.0319
Timor-Leste,SEAR,2005,0.0679,0.0,0.0818,0.00252,67.7,52.8,0.161
Tonga,WBR,2005,0.0414,0.961,0.0166,0.001,72.0,167.0,0.0652
Trinidad and Tobago,AMR,2005,0.0177,0.0,0.0268,0.000535,71.9,688.0,0.0566
Tunisia,EMR,2005,0.0199,0.0,0.0221,0.0005070000000000001,75.4,181.0,0.0617
Turkey,EUR,2005,0.0227,0.0,0.0254,0.000341,76.8,382.0,0.0545
Tanzania,AFR,2005,0.0564,0.451,0.0942,0.00234,56.5,14.6,0.040199999999999986
Uganda,AFR,2005,0.0658,0.0,0.109,0.00162,53.9,28.7,0.08130000000000001
Ukraine,EUR,2005,0.0125,0.998,0.0145,0.000195,67.8,118.0,0.0641
Uruguay,AMR,2005,0.0216,0.999,0.0143,0.000252,75.5,432.0,0.0827
United States,AMR,2005,0.0206,0.994,0.00796,0.000234,77.7,6700.0,0.158
Uzbekistan,EUR,2005,0.0246,1.0,0.0493,0.000436,64.5,29.0,0.0526
St. Vincent and the Grenadines,WBR,2005,0.0217,1.0,0.0225,0.000553,72.6,185.0,0.0365
Venezuela,AMR,2005,0.0263,0.0,0.0185,0.0006039999999999999,75.0,296.0,0.0543
Vietnam,WBR,2005,0.0189,0.0,0.0251,0.000229,72.8,37.3,0.05860000000000001
Vanuatu,WBR,2005,0.0385,0.92,0.0285,0.0011,63.8,60.9,0.0327
Samoa,WBR,2005,0.0446,0.0,0.019,0.000566,69.0,114.0,0.0495
Yemen,EMR,2005,0.0543,0.0,0.0725,0.00202,65.8,42.2,0.0488
South Africa,AFR,2005,0.0268,0.0,0.0785,0.0028899999999999998,52.1,456.0,0.08810000000000001
Zambia,AFR,2005,0.0579,0.0,0.11,0.0018899999999999998,48.7,43.8,0.07
Zimbabwe,AFR,2005,0.039900000000000005,0.0,0.10099999999999999,0.00224,46.8,0.0,0.0
Afghanistan,EMR,2006,0.0665,0.189,0.10400000000000001,0.00456,58.0,23.8,0.0677
Angola,AFR,2006,0.0642,0.0,0.157,0.0025800000000000003,57.0,64.1,0.0242
Albania,EUR,2006,0.017,0.99,0.0179,0.000117,76.9,192.0,0.0673
United Arab Emirates,EMR,2006,0.0207,0.0,0.00944,0.000122,69.5,1110.0,0.0233
Argentina,AMR,2006,0.0243,0.994,0.0161,0.0006529999999999999,75.4,464.0,0.08449999999999999
Armenia,EUR,2006,0.013,0.997,0.0227,0.000234,73.1,86.9,0.0418
Antigua and Barbuda,AMR,2006,0.022,0.999,0.0119,0.00032599999999999996,75.9,534.0,0.0452
Australia,WBR,2006,0.0189,0.993,0.00559,6.37e-05,81.5,3330.0,0.08460000000000001
Austria,EUR,2006,0.0141,0.986,0.00476,2.8999999999999997e-05,80.1,4000.0,0.102
Azerbaijan,EUR,2006,0.0182,0.8859999999999999,0.0492,0.000275,67.7,147.0,0.0609
Burundi,AFR,2006,0.0662,0.0,0.11800000000000001,0.00409,54.5,17.5,0.14300000000000002
Belgium,EUR,2006,0.0178,0.0,0.00483,7.280000000000001e-05,79.6,3640.0,0.0959
Benin,AFR,2006,0.0558,0.74,0.12,0.00301,59.1,28.4,0.0475
Burkina Faso,AFR,2006,0.0619,0.535,0.145,0.00235,56.0,26.2,0.0625
Bulgaria,EUR,2006,0.0138,0.994,0.0125,0.00016399999999999995,71.2,297.0,0.0689
Bahrain,EMR,2006,0.0237,0.975,0.0102,0.000325,73.0,693.0,0.0354
Bahamas,AMR,2006,0.0187,0.99,0.0145,0.000731,73.0,1700.0,0.0803
Bosnia and Herzegovina,EUR,2006,0.0129,0.994,0.008579999999999999,5.629999999999999e-05,75.6,305.0,0.0934
Belarus,EUR,2006,0.0136,0.999,0.00783,0.000192,69.5,240.0,0.0634
Belize,AMR,2006,0.0298,0.958,0.0206,0.000647,72.6,186.0,0.0439
Bolivia,AMR,2006,0.0351,0.0,0.0525,0.00231,69.3,59.0,0.048
Brazil,AMR,2006,0.0193,0.97,0.0233,0.000611,73.1,492.0,0.0848
Barbados,AMR,2006,0.0176,1.0,0.0155,0.000492,75.4,838.0,0.0712
Brunei,WBR,2006,0.0182,0.996,0.00943,0.00033999999999999997,73.2,711.0,0.023
Bhutan,SEAR,2006,0.0273,0.5710000000000001,0.0544,0.00246,69.5,69.2,0.052000000000000005
